airline,date,sentiment,pk
vueling,2017-12-06,positive,2520
other,2017-11-16,neutral,2521
other,2017-10-31,positive,2522
iberia,2017-11-25,positive,2523
iberia,2017-12-24,negative,2524
iberia,2017-12-24,negative,2525
iberia,2017-12-19,neutral,2526
iberia,2017-12-14,neutral,2527
iberia,2017-12-17,negative,2528
iberia,2017-12-17,negative,2529
other,2017-11-13,negative,2530
iberia,2017-11-13,negative,2531
other,2017-11-04,neutral,2532
iberia,2017-11-04,neutral,2533
other,2017-11-04,neutral,2534
other,2017-11-04,neutral,2535
other,2017-11-04,neutral,2536
other,2017-11-04,neutral,2537
other,2017-11-04,neutral,2538
other,2017-11-04,neutral,2539
other,2017-11-04,neutral,2540
other,2017-11-04,neutral,2541
other,2017-12-13,neutral,2542
other,2017-12-13,neutral,2543
iberia,2017-11-03,negative,2544
other,2017-11-14,neutral,2545
vueling,2017-11-14,neutral,2546
vueling,2017-11-14,neutral,2547
iberia,2017-11-14,neutral,2548
other,2017-11-14,neutral,2549
other,2017-11-29,negative,2550
iberia,2017-11-29,negative,2551
iberia,2017-12-02,negative,2552
iberia,2017-12-02,negative,2553
iberia,2018-01-02,negative,2554
other,2017-11-17,neutral,2555
airnostrum,2017-11-17,neutral,2556
iberia,2017-11-17,neutral,2557
other,2017-11-17,neutral,2558
other,2017-11-17,neutral,2559
iberia,2017-12-24,negative,2560
other,2017-12-24,negative,2561
other,2017-12-24,negative,2562
other,2017-12-24,negative,2563
iberia,2017-11-16,neutral,2564
other,2017-12-26,negative,2565
iberia,2017-12-26,negative,2566
other,2017-11-26,negative,2567
iberia,2017-11-26,negative,2568
other,2017-11-17,neutral,2569
other,2017-11-17,neutral,2570
iberia,2017-11-29,negative,2571
aena,2017-11-29,negative,2572
iberia,2017-12-22,negative,2573
other,2017-11-17,neutral,2574
iberia,2018-01-04,negative,2575
other,2017-12-18,negative,2576
iberia,2017-12-18,negative,2577
airnostrum,2017-12-18,negative,2578
other,2017-11-23,negative,2579
other,2017-11-23,negative,2580
ryanair,2017-11-23,negative,2581
ryanair,2017-11-23,negative,2582
other,2017-10-26,neutral,2583
ryanair,2017-10-26,neutral,2584
iberia,2018-01-08,negative,2585
other,2017-12-05,neutral,2586
avianca,2017-12-05,neutral,2587
iberia,2017-12-05,neutral,2588
other,2017-12-05,neutral,2589
ryanair,2017-12-21,negative,2590
iberia,2017-11-02,neutral,2591
iberia,2017-11-21,positive,2592
iberia,2017-12-01,neutral,2593
other,2017-11-28,negative,2594
other,2017-11-28,positive,2595
other,2017-11-28,negative,2596
other,2017-11-28,positive,2597
other,2017-11-28,positive,2598
other,2017-11-28,positive,2599
iberia,2017-12-14,negative,2600
other,2017-11-06,neutral,2601
other,2017-11-22,negative,2602
other,2017-11-22,negative,2603
other,2017-11-22,negative,2604
iberia,2017-11-22,negative,2605
other,2017-11-22,negative,2606
other,2017-11-22,negative,2607
other,2017-11-22,negative,2608
other,2017-11-22,negative,2609
other,2017-11-21,negative,2610
other,2017-11-17,negative,2611
other,2017-11-16,negative,2612
iberia,2017-11-16,negative,2613
other,2017-11-16,negative,2614
iberia,2017-11-21,negative,2615
other,2017-11-29,neutral,2616
other,2017-10-26,negative,2617
iberia,2017-10-26,negative,2618
iberia,2018-01-04,negative,2619
other,2018-01-04,negative,2620
aeromexico,2017-11-17,negative,2621
iberia,2017-11-17,negative,2622
iberia,2017-11-30,negative,2623
iberia,2017-11-30,negative,2624
iberia,2017-11-04,negative,2625
other,2017-12-19,negative,2626
tame,2017-12-19,negative,2627
other,2017-11-21,positive,2628
other,2018-01-03,negative,2629
iberia,2018-01-03,negative,2630
iberia,2017-12-30,positive,2631
ryanair,2017-11-23,negative,2632
iberia,2017-11-23,negative,2633
other,2017-12-22,negative,2634
iberia,2017-12-22,negative,2635
other,2018-01-04,positive,2636
other,2017-12-15,negative,2637
iberia,2017-11-26,negative,2638
iberia,2017-12-05,negative,2639
vueling,2017-11-06,neutral,2640
iberia,2017-11-22,negative,2641
other,2017-11-28,positive,2642
other,2017-12-23,negative,2643
iberia,2017-12-23,negative,2644
iberia,2017-12-16,negative,2645
iberia,2017-12-16,negative,2646
iberia,2017-12-03,negative,2647
other,2017-12-13,neutral,2648
iberia,2017-12-13,negative,2649
ryanair,2018-01-03,negative,2650
iberia,2017-12-21,negative,2651
iberia,2017-11-27,negative,2652
iberia,2017-10-26,negative,2653
other,2017-11-29,negative,2654
other,2017-11-29,negative,2655
other,2017-12-22,neutral,2656
iberia,2017-12-22,neutral,2657
iberia,2017-12-22,neutral,2658
vueling,2017-12-15,negative,2659
iberia,2017-12-04,neutral,2660
iberia,2017-11-17,negative,2661
iberia,2017-12-13,negative,2662
other,2017-12-13,negative,2663
other,2017-12-13,negative,2664
iberia,2017-12-01,neutral,2665
other,2017-12-29,negative,2666
other,2017-12-29,negative,2667
other,2017-12-29,negative,2668
other,2017-12-29,negative,2669
airnostrum,2017-12-29,negative,2670
iberia,2017-12-29,negative,2671
vueling,2017-12-29,negative,2672
other,2017-12-29,negative,2673
other,2017-12-29,negative,2674
iberia,2017-12-28,negative,2675
vueling,2018-01-03,neutral,2676
other,2017-12-17,positive,2677
iberia,2017-11-24,neutral,2678
iberia,2017-11-24,neutral,2679
iberia,2017-12-24,negative,2680
iberia,2017-11-16,neutral,2681
iberia,2018-01-03,negative,2682
iberia,2017-11-22,neutral,2683
iberia,2017-12-23,positive,2684
iberia,2017-11-17,negative,2685
other,2017-11-07,negative,2686
ryanair,2017-11-07,negative,2687
other,2017-11-07,negative,2688
iberia,2017-11-28,negative,2689
iberia,2018-01-03,positive,2690
iberia,2017-10-28,neutral,2691
other,2017-12-30,negative,2692
iberia,2017-12-30,negative,2693
iberia,2017-12-13,negative,2694
iberia,2018-01-03,negative,2695
iberia,2017-10-30,negative,2696
iberia,2017-12-22,neutral,2697
other,2017-11-07,negative,2698
other,2017-11-07,negative,2699
other,2017-11-07,negative,2700
iberia,2018-01-03,negative,2701
iberia,2017-11-26,negative,2702
other,2017-12-30,negative,2703
other,2017-12-30,negative,2704
iberia,2017-12-30,negative,2705
iberia,2017-11-21,neutral,2706
iberia,2017-12-26,negative,2707
iberia,2017-12-26,negative,2708
other,2017-12-12,negative,2709
iberia,2017-11-21,neutral,2710
iberia,2017-11-28,neutral,2711
iberia,2017-12-12,neutral,2712
other,2017-12-19,positive,2713
other,2017-12-19,positive,2714
other,2017-12-19,positive,2715
ryanair,2017-12-19,positive,2716
other,2017-12-19,positive,2717
other,2017-12-19,positive,2718
other,2017-12-19,positive,2719
iberia,2017-11-20,positive,2720
other,2017-10-25,negative,2721
iberia,2017-10-25,negative,2722
other,2017-12-01,negative,2723
other,2017-12-01,negative,2724
ryanair,2017-11-04,positive,2725
iberia,2017-11-30,neutral,2726
other,2018-01-04,neutral,2727
aeromexico,2018-01-04,neutral,2728
iberia,2018-01-04,neutral,2729
other,2018-01-04,neutral,2730
iberia,2017-12-13,positive,2731
other,2017-11-03,negative,2732
iberia,2017-11-03,negative,2733
iberia,2017-12-27,neutral,2734
other,2017-12-15,positive,2735
iberia,2017-12-15,positive,2736
iberia,2018-01-02,positive,2737
iberia,2017-12-02,negative,2738
other,2017-12-02,negative,2739
other,2017-10-26,negative,2740
other,2017-11-24,neutral,2741
other,2017-11-24,neutral,2742
ryanair,2017-11-24,neutral,2743
ryanair,2017-11-24,neutral,2744
other,2017-12-14,negative,2745
iberia,2017-12-14,negative,2746
other,2017-12-14,negative,2747
iberia,2017-12-14,negative,2748
ryanair,2017-12-14,negative,2749
iberia,2017-11-13,negative,2750
other,2017-12-19,neutral,2751
ryanair,2017-12-19,neutral,2752
iberia,2017-11-25,negative,2753
vueling,2017-11-25,negative,2754
iberia,2017-12-14,positive,2755
iberia,2017-11-14,positive,2756
other,2017-11-14,positive,2757
iberia,2017-12-27,positive,2758
iberia,2017-11-23,positive,2759
iberia,2017-11-30,negative,2760
iberia,2017-11-03,negative,2761
iberia,2017-12-25,negative,2762
iberia,2017-12-25,negative,2763
other,2017-12-25,negative,2764
iberia,2017-12-31,positive,2765
other,2017-12-31,negative,2766
iberia,2017-12-31,negative,2767
iberia,2017-12-31,negative,2768
iberia,2017-12-24,negative,2769
iberia,2017-10-26,positive,2770
iberia,2017-10-31,negative,2771
other,2017-11-13,negative,2772
iberia,2017-11-13,negative,2773
other,2017-12-18,negative,2774
ryanair,2017-12-18,negative,2775
other,2017-12-16,negative,2776
ryanair,2017-12-16,negative,2777
ryanair,2017-12-16,negative,2778
other,2017-12-06,negative,2779
avianca,2017-12-06,negative,2780
iberia,2017-12-06,negative,2781
iberia,2017-12-28,positive,2782
other,2017-12-29,positive,2783
iberia,2017-12-17,neutral,2784
iberia,2017-11-15,negative,2785
other,2017-12-12,negative,2786
other,2017-11-13,negative,2787
iberia,2018-01-08,positive,2788
iberia,2017-12-03,positive,2789
ryanair,2017-11-23,negative,2790
iberia,2017-12-06,negative,2791
other,2017-11-26,negative,2792
iberia,2017-11-26,negative,2793
other,2017-12-06,negative,2794
other,2017-11-15,neutral,2795
other,2017-11-03,negative,2796
iberia,2017-11-03,negative,2797
iberia,2017-11-27,negative,2798
iberia,2017-11-29,positive,2799
iberia,2018-01-02,negative,2800
iberia,2017-11-21,negative,2801
other,2017-10-30,positive,2802
iberia,2017-10-30,positive,2803
other,2017-10-30,positive,2804
iberia,2017-11-17,positive,2805
other,2018-01-08,neutral,2806
other,2018-01-08,neutral,2807
iberia,2018-01-08,neutral,2808
other,2018-01-08,neutral,2809
other,2018-01-08,neutral,2810
other,2018-01-08,neutral,2811
other,2018-01-08,neutral,2812
other,2018-01-08,neutral,2813
other,2018-01-08,neutral,2814
other,2017-12-26,neutral,2815
other,2017-12-26,neutral,2816
other,2017-12-26,neutral,2817
other,2017-12-19,neutral,2818
other,2017-12-01,negative,2819
iberia,2017-12-01,negative,2820
aena,2017-12-01,negative,2821
other,2017-12-01,neutral,2822
iberia,2017-12-01,neutral,2823
iberia,2017-11-26,positive,2824
other,2017-12-01,negative,2825
other,2017-12-01,negative,2826
other,2017-12-01,negative,2827
other,2017-12-01,negative,2828
other,2017-12-01,negative,2829
other,2017-12-01,negative,2830
avianca,2017-12-01,negative,2831
other,2017-12-01,negative,2832
other,2017-12-01,negative,2833
iberia,2017-12-14,negative,2834
iberia,2017-11-15,negative,2835
other,2017-12-19,neutral,2836
iberia,2017-12-13,negative,2837
other,2017-11-17,positive,2838
other,2017-11-02,negative,2839
other,2017-11-02,negative,2840
ryanair,2017-11-30,negative,2841
iberia,2017-12-12,negative,2842
ryanair,2017-11-23,neutral,2843
iberia,2017-12-13,negative,2844
iberia,2017-12-13,negative,2845
other,2017-12-26,negative,2846
other,2017-12-26,negative,2847
other,2017-12-26,negative,2848
other,2017-12-26,negative,2849
other,2017-12-26,negative,2850
other,2017-12-26,negative,2851
other,2017-12-26,negative,2852
other,2017-12-26,negative,2853
iberia,2017-12-04,neutral,2854
iberia,2017-12-14,positive,2855
iberia,2017-12-15,negative,2856
iberia,2017-12-15,negative,2857
iberia,2017-12-15,negative,2858
other,2017-11-30,negative,2859
iberia,2017-11-30,negative,2860
iberia,2017-11-30,negative,2861
iberia,2017-11-28,positive,2862
other,2017-12-01,negative,2863
iberia,2017-12-01,negative,2864
iberia,2017-12-01,negative,2865
other,2017-12-30,positive,2866
other,2017-12-30,positive,2867
other,2017-12-30,positive,2868
iberia,2017-10-25,neutral,2869
other,2017-10-25,neutral,2870
other,2017-12-23,negative,2871
other,2017-12-23,negative,2872
iberia,2017-12-23,negative,2873
other,2017-11-13,negative,2874
iberia,2017-12-01,neutral,2875
iberia,2017-11-14,positive,2876
iberia,2017-11-29,negative,2877
iberia,2017-12-18,negative,2878
iberia,2017-12-18,negative,2879
iberia,2017-11-06,negative,2880
other,2017-12-14,neutral,2881
other,2017-12-14,neutral,2882
other,2017-12-14,neutral,2883
iberia,2017-11-26,neutral,2884
other,2017-11-26,neutral,2885
other,2017-11-26,neutral,2886
other,2017-11-26,neutral,2887
other,2017-11-26,neutral,2888
other,2017-11-26,neutral,2889
other,2017-11-26,neutral,2890
other,2017-11-26,neutral,2891
iberia,2017-12-18,negative,2892
other,2017-12-18,negative,2893
other,2017-12-14,positive,2894
iberia,2017-12-14,positive,2895
iberia,2017-11-25,neutral,2896
iberia,2017-10-31,positive,2897
iberia,2017-10-31,positive,2898
ryanair,2017-11-15,neutral,2899
iberia,2017-10-31,negative,2900
other,2017-10-31,negative,2901
ryanair,2017-11-07,neutral,2902
iberia,2017-12-27,positive,2903
iberia,2017-11-07,neutral,2904
iberia,2017-12-27,positive,2905
ryanair,2017-11-23,neutral,2906
iberia,2017-12-14,positive,2907
iberia,2017-11-24,negative,2908
other,2017-11-24,negative,2909
other,2017-11-24,negative,2910
other,2017-11-24,negative,2911
other,2017-10-27,neutral,2912
iberia,2017-10-27,neutral,2913
other,2017-11-03,neutral,2914
iberia,2017-11-03,neutral,2915
iberia,2017-11-03,neutral,2916
iberia,2017-11-04,negative,2917
iberia,2017-12-03,negative,2918
other,2017-12-28,neutral,2919
ryanair,2017-12-28,neutral,2920
iberia,2017-11-13,negative,2921
iberia,2017-12-18,negative,2922
ryanair,2018-01-02,neutral,2923
iberia,2017-10-26,negative,2924
other,2017-11-22,neutral,2925
iberia,2017-11-22,neutral,2926
vueling,2017-11-22,neutral,2927
other,2017-11-29,negative,2928
iberia,2017-11-04,negative,2929
other,2017-11-04,negative,2930
other,2017-11-04,negative,2931
other,2017-11-04,negative,2932
other,2017-11-04,negative,2933
ryanair,2017-11-04,negative,2934
iberia,2017-12-30,negative,2935
ryanair,2017-12-16,neutral,2936
iberia,2017-12-22,negative,2937
other,2017-12-06,negative,2938
other,2017-12-30,negative,2939
iberia,2017-12-30,negative,2940
other,2018-01-08,negative,2941
iberia,2018-01-08,negative,2942
other,2017-12-03,neutral,2943
iberia,2017-12-03,neutral,2944
iberia,2017-12-15,negative,2945
iberia,2017-11-07,positive,2946
iberia,2017-12-27,positive,2947
iberia,2017-12-27,positive,2948
other,2017-10-25,neutral,2949
iberia,2017-10-25,neutral,2950
iberia,2017-12-12,neutral,2951
ryanair,2018-01-02,neutral,2952
other,2017-11-16,neutral,2953
iberia,2017-11-16,neutral,2954
ryanair,2017-12-14,negative,2955
iberia,2017-12-18,neutral,2956
other,2017-11-30,negative,2957
other,2017-12-01,positive,2958
aireuropa,2017-12-06,neutral,2959
iberia,2017-12-06,neutral,2960
norwegian,2017-12-06,neutral,2961
iberia,2017-12-22,neutral,2962
other,2017-10-25,neutral,2963
other,2017-10-25,neutral,2964
other,2017-10-25,neutral,2965
other,2017-10-25,neutral,2966
other,2017-10-25,neutral,2967
other,2017-10-25,neutral,2968
other,2017-10-25,neutral,2969
other,2017-10-25,neutral,2970
other,2017-10-25,neutral,2971
ryanair,2017-12-18,positive,2972
ryanair,2017-12-18,positive,2973
iberia,2017-10-26,negative,2974
other,2017-12-22,negative,2975
iberia,2017-11-15,negative,2976
other,2017-12-02,negative,2977
ryanair,2017-12-02,negative,2978
other,2017-12-14,negative,2979
iberia,2017-12-14,negative,2980
iberia,2017-11-02,negative,2981
iberia,2017-11-16,neutral,2982
other,2017-12-17,neutral,2983
other,2017-11-20,neutral,2984
iberia,2017-12-14,positive,2985
iberia,2017-12-14,positive,2986
other,2017-11-03,negative,2987
other,2017-12-13,neutral,2988
iberia,2017-12-13,neutral,2989
other,2017-12-06,neutral,2990
iberia,2017-10-25,negative,2991
other,2017-11-22,negative,2992
other,2017-11-22,negative,2993
other,2017-11-22,negative,2994
iberia,2017-11-06,negative,2995
iberia,2017-11-22,positive,2996
iberia,2017-11-05,negative,2997
other,2017-12-15,positive,2998
other,2017-12-15,positive,2999
iberia,2017-12-15,positive,3000
other,2017-12-15,positive,3001
iberia,2017-12-15,positive,3002
iberia,2017-11-28,neutral,3003
iberia,2017-12-06,negative,3004
iberia,2017-12-19,neutral,3005
other,2017-11-27,neutral,3006
iberia,2017-11-07,neutral,3007
iberia,2017-10-26,negative,3008
other,2017-10-26,negative,3009
iberia,2017-12-22,neutral,3010
iberia,2017-12-03,neutral,3011
other,2017-11-06,negative,3012
other,2017-11-06,negative,3013
iberia,2017-11-07,neutral,3014
iberia,2017-12-02,negative,3015
iberia,2017-11-05,negative,3016
other,2017-12-30,negative,3017
iberia,2017-12-30,negative,3018
iberia,2017-12-26,negative,3019
other,2017-12-22,neutral,3020
iberia,2017-12-22,neutral,3021
other,2017-12-22,neutral,3022
other,2017-12-22,neutral,3023
other,2017-12-12,negative,3024
other,2017-11-25,neutral,3025
ryanair,2017-12-02,neutral,3026
iberia,2017-11-22,positive,3027
iberia,2017-11-29,negative,3028
iberia,2017-11-29,negative,3029
other,2018-01-02,negative,3030
ryanair,2017-12-23,negative,3031
other,2017-12-03,neutral,3032
ryanair,2017-12-03,neutral,3033
other,2017-11-03,neutral,3034
iberia,2017-12-14,negative,3035
iberia,2017-11-27,positive,3036
iberia,2017-11-29,negative,3037
other,2017-11-29,negative,3038
airnostrum,2017-12-26,negative,3039
iberia,2017-12-14,negative,3040
ryanair,2017-11-21,positive,3041
other,2017-11-29,positive,3042
ryanair,2017-11-25,neutral,3043
ryanair,2017-11-25,neutral,3044
ryanair,2017-11-25,neutral,3045
iberia,2017-11-21,negative,3046
other,2017-12-05,negative,3047
avianca,2017-12-05,negative,3048
iberia,2017-12-05,negative,3049
avianca,2017-12-05,negative,3050
iberia,2017-12-05,negative,3051
other,2017-11-06,negative,3052
iberia,2017-11-07,positive,3053
other,2017-12-15,positive,3054
iberia,2017-12-15,positive,3055
other,2017-12-26,negative,3056
iberia,2017-12-26,negative,3057
other,2017-12-26,negative,3058
iberia,2017-11-20,positive,3059
iberia,2017-12-27,positive,3060
iberia,2017-12-12,negative,3061
other,2017-12-12,negative,3062
iberia,2017-12-12,negative,3063
vueling,2017-12-15,negative,3064
iberia,2017-12-15,negative,3065
other,2017-12-15,negative,3066
other,2017-12-15,negative,3067
iberia,2017-12-14,positive,3068
iberia,2017-12-14,positive,3069
other,2017-11-25,negative,3070
other,2017-11-25,negative,3071
other,2017-11-28,negative,3072
iberia,2017-11-28,negative,3073
other,2017-11-28,negative,3074
other,2017-11-23,negative,3075
other,2017-11-23,negative,3076
other,2017-11-23,negative,3077
other,2017-11-23,negative,3078
iberia,2017-11-23,negative,3079
iberia,2017-11-06,positive,3080
other,2017-11-06,positive,3081
airnostrum,2017-11-06,positive,3082
vueling,2017-11-06,positive,3083
other,2017-11-06,positive,3084
other,2017-11-06,positive,3085
other,2017-11-06,positive,3086
other,2017-11-06,positive,3087
other,2017-11-06,positive,3088
iberia,2017-12-21,negative,3089
iberia,2017-11-23,negative,3090
other,2017-12-03,neutral,3091
aireuropa,2017-12-03,neutral,3092
ryanair,2017-12-03,neutral,3093
other,2017-12-04,positive,3094
iberia,2017-12-21,negative,3095
iberia,2018-01-02,negative,3096
other,2017-11-28,negative,3097
ryanair,2017-12-18,negative,3098
other,2017-12-18,negative,3099
other,2017-12-21,positive,3100
other,2017-12-21,positive,3101
other,2017-12-21,positive,3102
other,2017-12-21,positive,3103
other,2017-12-21,positive,3104
other,2017-12-21,positive,3105
spiritairlines,2017-12-21,positive,3106
other,2017-12-21,positive,3107
other,2017-12-21,positive,3108
iberia,2017-11-14,negative,3109
other,2017-11-27,negative,3110
other,2017-11-27,negative,3111
other,2017-11-27,negative,3112
other,2017-11-16,negative,3113
iberia,2017-11-16,negative,3114
iberia,2017-12-12,negative,3115
iberia,2018-01-04,positive,3116
other,2017-12-29,positive,3117
iberia,2017-11-24,positive,3118
ryanair,2017-10-31,neutral,3119
ryanair,2017-10-31,neutral,3120
other,2017-11-06,neutral,3121
iberia,2018-01-02,neutral,3122
aena,2018-01-02,neutral,3123
iberia,2017-11-04,neutral,3124
other,2017-10-26,negative,3125
iberia,2017-10-26,negative,3126
other,2017-12-24,neutral,3127
other,2017-12-27,negative,3128
other,2017-11-15,neutral,3129
other,2017-12-05,neutral,3130
other,2017-12-05,neutral,3131
other,2017-12-06,negative,3132
avianca,2017-12-06,negative,3133
iberia,2017-12-06,negative,3134
avianca,2017-12-06,negative,3135
iberia,2017-12-06,negative,3136
iberia,2017-12-18,negative,3137
iberia,2017-11-21,negative,3138
iberia,2017-12-15,negative,3139
other,2017-11-26,negative,3140
other,2017-11-26,negative,3141
other,2017-11-26,negative,3142
other,2017-11-26,negative,3143
other,2017-11-26,negative,3144
iberia,2017-12-27,negative,3145
other,2017-11-13,negative,3146
other,2017-11-13,negative,3147
iberia,2017-11-21,positive,3148
other,2017-12-05,neutral,3149
iberia,2017-12-05,neutral,3150
iberia,2017-11-07,negative,3151
other,2017-11-25,negative,3152
iberia,2017-12-02,negative,3153
iberia,2017-11-25,neutral,3154
other,2017-12-13,negative,3155
other,2017-12-13,negative,3156
iberia,2017-12-28,negative,3157
iberia,2017-11-05,negative,3158
iberia,2017-11-22,neutral,3159
iberia,2017-12-12,negative,3160
other,2017-11-15,positive,3161
other,2017-11-15,positive,3162
iberia,2017-11-23,negative,3163
iberia,2017-12-03,neutral,3164
other,2017-12-13,negative,3165
other,2017-12-13,negative,3166
other,2017-11-15,neutral,3167
iberia,2018-01-02,positive,3168
other,2017-11-25,negative,3169
other,2017-11-25,negative,3170
ryanair,2017-12-15,negative,3171
ryanair,2017-12-15,negative,3172
iberia,2017-12-25,negative,3173
iberia,2017-12-25,negative,3174
other,2017-12-28,positive,3175
other,2017-12-03,neutral,3176
other,2017-11-28,negative,3177
other,2017-11-07,positive,3178
iberia,2017-11-07,positive,3179
iberia,2017-11-07,positive,3180
other,2017-10-26,negative,3181
iberia,2017-10-26,negative,3182
other,2017-12-13,negative,3183
other,2017-12-29,neutral,3184
other,2017-12-29,neutral,3185
other,2017-12-29,neutral,3186
other,2017-12-29,neutral,3187
other,2017-12-21,positive,3188
iberia,2017-12-12,negative,3189
iberia,2017-12-29,negative,3190
iberia,2017-12-14,neutral,3191
vueling,2018-01-02,negative,3192
iberia,2018-01-02,negative,3193
iberia,2017-11-24,positive,3194
other,2017-11-24,positive,3195
iberia,2017-11-23,negative,3196
iberia,2018-01-08,positive,3197
iberia,2017-12-22,negative,3198
iberia,2017-12-30,negative,3199
iberia,2018-01-02,neutral,3200
iberia,2017-12-15,negative,3201
other,2017-12-15,negative,3202
other,2017-12-15,negative,3203
other,2017-12-15,negative,3204
ryanair,2018-01-02,neutral,3205
iberia,2017-11-27,negative,3206
iberia,2017-10-26,negative,3207
other,2017-12-29,negative,3208
iberia,2017-12-29,negative,3209
other,2017-12-29,negative,3210
iberia,2017-11-23,negative,3211
ryanair,2018-01-04,negative,3212
iberia,2017-11-29,neutral,3213
other,2018-01-04,negative,3214
ryanair,2017-11-30,neutral,3215
iberia,2017-11-02,neutral,3216
iberia,2017-11-25,positive,3217
other,2017-11-25,positive,3218
iberia,2017-12-23,neutral,3219
iberia,2017-12-23,neutral,3220
other,2017-12-23,neutral,3221
iberia,2017-12-13,neutral,3222
other,2017-11-24,positive,3223
iberia,2017-11-24,positive,3224
other,2018-01-02,negative,3225
other,2018-01-02,negative,3226
other,2017-12-13,neutral,3227
other,2017-12-12,negative,3228
ryanair,2017-12-12,negative,3229
ryanair,2017-12-12,negative,3230
iberia,2017-11-26,positive,3231
iberia,2017-11-26,negative,3232
iberia,2017-12-15,negative,3233
iberia,2017-10-27,negative,3234
iberia,2017-11-21,positive,3235
iberia,2017-11-16,negative,3236
other,2017-11-16,negative,3237
ryanair,2017-12-24,negative,3238
ryanair,2017-11-23,negative,3239
other,2017-10-30,negative,3240
iberia,2017-10-30,negative,3241
iberia,2017-11-07,negative,3242
iberia,2017-11-03,neutral,3243
other,2017-11-03,neutral,3244
other,2017-11-03,neutral,3245
other,2017-11-03,neutral,3246
other,2017-10-25,neutral,3247
iberia,2017-10-25,neutral,3248
iberia,2017-10-25,negative,3249
other,2017-11-22,positive,3250
iberia,2017-10-25,neutral,3251
iberia,2018-01-01,negative,3252
other,2017-12-14,neutral,3253
iberia,2017-11-28,negative,3254
iberia,2017-11-27,positive,3255
iberia,2017-12-28,positive,3256
iberia,2017-12-13,neutral,3257
iberia,2018-01-03,neutral,3258
other,2018-01-02,positive,3259
other,2018-01-02,positive,3260
iberia,2018-01-02,positive,3261
other,2018-01-02,positive,3262
other,2018-01-02,positive,3263
other,2018-01-02,positive,3264
other,2018-01-02,positive,3265
other,2018-01-02,positive,3266
other,2018-01-02,positive,3267
other,2017-10-31,negative,3268
iberia,2017-10-31,negative,3269
iberia,2017-10-31,negative,3270
iberia,2017-10-31,negative,3271
other,2017-12-21,negative,3272
iberia,2017-12-21,negative,3273
other,2017-11-14,positive,3274
other,2017-11-14,positive,3275
other,2017-11-14,positive,3276
other,2017-11-14,positive,3277
iberia,2017-11-14,positive,3278
ryanair,2017-11-20,negative,3279
other,2017-10-30,neutral,3280
iberia,2017-10-25,neutral,3281
other,2017-12-23,negative,3282
iberia,2017-12-22,negative,3283
other,2017-11-26,negative,3284
other,2017-11-21,positive,3285
iberia,2017-11-21,positive,3286
iberia,2017-11-21,positive,3287
other,2017-11-24,neutral,3288
iberia,2017-12-29,negative,3289
other,2017-12-30,neutral,3290
iberia,2017-12-30,neutral,3291
other,2017-11-03,negative,3292
iberia,2017-11-03,negative,3293
iberia,2017-11-03,negative,3294
aireuropa,2017-11-03,negative,3295
iberia,2017-11-21,neutral,3296
other,2017-11-06,neutral,3297
other,2017-11-06,neutral,3298
other,2017-12-22,neutral,3299
other,2017-12-22,neutral,3300
iberia,2017-12-22,neutral,3301
iberia,2017-12-22,neutral,3302
ryanair,2018-01-02,neutral,3303
other,2017-11-07,negative,3304
iberia,2017-12-31,neutral,3305
other,2017-12-23,neutral,3306
other,2017-12-23,negative,3307
iberia,2017-12-23,negative,3308
iberia,2017-12-04,negative,3309
iberia,2017-12-13,negative,3310
iberia,2017-12-05,negative,3311
other,2017-11-16,positive,3312
iberia,2017-11-16,positive,3313
other,2017-10-27,neutral,3314
other,2017-12-27,neutral,3315
other,2017-12-27,neutral,3316
other,2017-12-27,neutral,3317
other,2017-12-27,neutral,3318
other,2017-12-27,neutral,3319
iberia,2017-11-29,negative,3320
iberia,2017-11-29,negative,3321
iberia,2017-11-13,positive,3322
ryanair,2017-12-13,negative,3323
other,2017-11-30,neutral,3324
other,2017-11-30,neutral,3325
iberia,2017-11-27,neutral,3326
ryanair,2017-12-19,negative,3327
iberia,2017-11-30,negative,3328
other,2017-11-30,negative,3329
other,2017-11-22,negative,3330
iberia,2017-11-22,negative,3331
other,2017-11-22,negative,3332
iberia,2017-12-27,negative,3333
iberia,2017-12-03,negative,3334
other,2017-10-27,negative,3335
other,2017-10-27,negative,3336
iberia,2017-10-27,negative,3337
other,2017-12-05,positive,3338
iberia,2017-11-21,neutral,3339
iberia,2017-11-24,positive,3340
other,2017-11-25,negative,3341
iberia,2017-10-31,negative,3342
iberia,2017-10-30,negative,3343
iberia,2017-12-19,negative,3344
other,2017-11-29,negative,3345
iberia,2017-11-21,negative,3346
iberia,2017-12-29,negative,3347
iberia,2017-12-16,negative,3348
ryanair,2017-11-20,neutral,3349
ryanair,2017-11-20,neutral,3350
iberia,2017-12-26,negative,3351
ryanair,2017-12-26,negative,3352
iberia,2017-11-20,neutral,3353
iberia,2017-10-26,negative,3354
iberia,2017-10-26,negative,3355
iberia,2017-12-14,negative,3356
iberia,2017-11-29,neutral,3357
other,2017-10-30,positive,3358
other,2017-12-28,positive,3359
iberia,2017-12-25,positive,3360
aena,2017-10-27,negative,3361
iberia,2017-10-27,negative,3362
other,2017-11-17,negative,3363
iberia,2017-11-17,negative,3364
iberia,2017-11-13,neutral,3365
other,2017-12-19,neutral,3366
iberia,2017-12-14,neutral,3367
